ID,order_id,payment_sequential,payment_type,payment_installments,payment_value
116,116,1,credit_card,8,134.56
117,117,1,credit_card,4,96.98
118,118,1,credit_card,2,110.03
119,119,1,credit_card,1,17.78
120,120,1,credit_card,1,44.00
121,121,1,credit_card,4,110.11
122,122,4,voucher,1,22.49
123,123,1,credit_card,4,46.63
124,124,1,boleto,1,52.21
125,125,1,credit_card,2,61.77
126,126,1,boleto,1,121.88
127,127,1,credit_card,1,75.75
128,128,1,credit_card,1,130.22
129,129,1,credit_card,3,57.53
130,130,1,credit_card,7,76.02
131,131,1,boleto,1,90.17
132,132,1,credit_card,1,31.00
133,133,1,credit_card,10,106.77
134,134,1,voucher,1,163.25
135,135,1,boleto,1,233.66
136,136,1,credit_card,1,163.08
137,137,1,credit_card,4,135.93
138,138,1,credit_card,1,267.05
139,139,1,credit_card,7,186.72
140,140,2,voucher,1,30.00
141,141,1,credit_card,4,97.28
142,142,1,credit_card,1,48.61
143,143,1,boleto,1,116.70
144,144,1,credit_card,1,41.42
145,145,1,boleto,1,42.19
146,146,1,credit_card,6,125.53
147,147,1,credit_card,5,92.76
148,148,1,credit_card,8,348.02
149,149,1,credit_card,2,203.30
150,150,1,credit_card,3,44.35
151,151,1,credit_card,10,116.05
152,152,1,boleto,1,85.14
153,153,1,credit_card,4,236.66
154,154,1,credit_card,4,220.30
155,155,1,credit_card,1,180.55
156,156,1,boleto,1,45.46
157,157,1,boleto,1,26.08
158,158,1,credit_card,1,375.74
159,159,1,credit_card,5,123.41
160,160,1,credit_card,10,379.07
161,161,1,credit_card,10,2027.16
162,162,1,credit_card,1,45.50
163,163,1,credit_card,1,91.17
164,164,1,boleto,1,93.26
165,165,2,voucher,1,30.00
166,166,1,credit_card,10,165.96
167,167,2,voucher,1,50.00
168,168,1,credit_card,10,1002.73
169,169,1,boleto,1,116.56
170,170,1,credit_card,2,240.52
171,171,1,credit_card,3,33.13
172,172,1,credit_card,1,213.90
173,173,1,credit_card,8,362.17
174,174,1,credit_card,2,88.72
175,175,1,credit_card,2,46.85
176,176,1,boleto,1,68.54
177,177,1,boleto,1,32.62
178,178,1,credit_card,8,340.08
179,179,1,boleto,1,82.06
180,180,1,credit_card,1,40.95
181,181,1,credit_card,3,67.01
182,182,5,voucher,1,20.00
183,183,2,voucher,1,76.90
184,184,1,credit_card,4,40.27
185,185,1,credit_card,8,242.10
186,186,1,boleto,1,207.24
187,187,1,credit_card,2,215.56
188,188,1,credit_card,1,39.92
189,189,1,credit_card,8,156.09
190,190,1,credit_card,2,131.50
191,191,1,boleto,1,137.73
192,192,1,credit_card,1,31.75
193,193,1,credit_card,8,348.77
194,194,1,credit_card,1,12.22
195,195,1,credit_card,4,139.87
196,196,1,credit_card,12,257.10
197,197,1,credit_card,3,269.46
198,198,1,credit_card,1,40.00
199,199,1,credit_card,10,350.09
200,200,2,credit_card,6,134.55
201,201,1,credit_card,3,112.73
202,202,1,boleto,1,72.05
203,203,1,credit_card,1,0.67
204,204,1,credit_card,2,77.77
205,205,1,credit_card,2,26.68
206,206,1,credit_card,1,371.42
207,207,1,credit_card,6,225.71
208,208,1,credit_card,3,103.79
209,209,1,boleto,1,65.00
210,210,2,voucher,1,69.80
211,211,2,voucher,1,20.09
212,212,1,credit_card,1,125.41
213,213,1,boleto,1,95.99
214,214,1,credit_card,2,25.33
215,215,1,credit_card,1,52.57
216,216,1,credit_card,2,145.58
217,217,1,credit_card,3,49.70
218,218,1,credit_card,1,47.43
219,219,1,credit_card,2,168.57
220,220,1,credit_card,1,133.81
221,221,2,voucher,1,1.23
222,222,1,boleto,1,123.82
223,223,1,credit_card,3,283.66
224,224,1,credit_card,1,89.88
225,225,1,boleto,1,32.38
226,226,1,credit_card,1,43.08
227,227,1,credit_card,1,254.58
228,228,2,voucher,1,48.91
229,229,1,credit_card,4,48.22
230,230,1,credit_card,6,67.58
231,231,1,credit_card,10,311.18
232,232,1,credit_card,4,154.14
233,233,1,credit_card,2,333.68
234,234,1,boleto,1,404.88
235,235,1,boleto,1,44.77
236,236,1,voucher,1,1302.42
237,237,1,credit_card,10,645.80
238,238,1,credit_card,1,186.39
239,239,1,credit_card,10,208.41
240,240,1,debit_card,1,76.39
241,241,1,credit_card,2,67.42
242,242,1,credit_card,4,232.05
243,243,1,boleto,1,69.33
244,244,1,credit_card,3,641.20
245,245,1,boleto,1,41.86
246,246,1,voucher,1,50.00
247,247,1,credit_card,1,106.96
248,248,1,credit_card,10,2288.31
249,249,1,boleto,1,69.90
250,250,1,boleto,1,88.08
251,251,1,credit_card,4,117.39
252,252,1,debit_card,1,194.91
253,253,1,debit_card,1,68.89
254,254,1,credit_card,2,151.51
255,255,1,credit_card,1,54.85
256,256,1,credit_card,1,103.68
257,257,1,debit_card,1,225.63
258,258,1,boleto,1,39.60
259,259,1,credit_card,10,159.18
260,260,1,credit_card,1,234.43
261,261,1,boleto,1,44.83
262,262,1,credit_card,4,205.44
263,263,1,credit_card,1,13.55
264,264,1,credit_card,1,221.96
265,265,1,credit_card,1,52.38
266,266,1,credit_card,9,131.47
267,267,1,credit_card,2,38.06
268,268,2,voucher,1,35.00
269,269,1,credit_card,3,143.65
270,270,1,credit_card,3,86.73
271,271,1,credit_card,5,118.35
272,272,1,credit_card,1,341.58
273,273,1,credit_card,2,105.42
274,274,1,credit_card,4,68.16
275,275,1,credit_card,10,357.97
276,276,3,voucher,1,2.99
277,277,1,boleto,1,92.57
278,278,1,credit_card,2,68.35
279,279,1,credit_card,13,197.23
280,280,1,credit_card,3,153.67
281,281,1,credit_card,3,46.43
282,282,1,credit_card,4,102.03
283,283,1,credit_card,5,119.45
284,284,1,credit_card,1,44.23
285,285,1,credit_card,1,67.50
286,286,5,voucher,1,8.75
287,287,1,credit_card,2,44.27
288,288,1,credit_card,1,37.15
289,289,1,credit_card,2,114.13
290,290,1,credit_card,1,396.97
291,291,1,credit_card,10,185.85
292,292,1,credit_card,3,62.11
293,293,1,credit_card,2,25.23
294,294,1,credit_card,5,153.22
295,295,1,debit_card,1,145.01
296,296,1,boleto,1,70.89
297,297,1,credit_card,6,114.34
298,298,1,credit_card,2,31.38
299,299,1,credit_card,5,256.50
300,300,1,boleto,1,341.40
301,301,1,credit_card,1,143.99
302,302,1,voucher,1,84.88
303,303,1,credit_card,8,232.27
304,304,1,credit_card,5,194.00
305,305,1,credit_card,1,260.57
306,306,1,credit_card,1,49.59
307,307,1,credit_card,3,196.55
308,308,1,boleto,1,245.94
309,309,2,voucher,1,72.42
310,310,1,credit_card,2,217.15
311,311,1,credit_card,4,152.28
312,312,1,credit_card,3,72.34
313,313,1,credit_card,5,128.95
314,314,1,credit_card,1,56.85
315,315,1,credit_card,1,20.29
316,316,1,boleto,1,171.75
317,317,1,credit_card,1,85.82
318,318,1,boleto,1,56.05
319,319,1,boleto,1,26.09
320,320,1,credit_card,1,41.17
321,321,1,boleto,1,37.25
322,322,1,credit_card,5,135.13
323,323,1,credit_card,5,477.45
324,324,1,credit_card,2,440.12
325,325,1,credit_card,1,67.70
326,326,1,boleto,1,168.51
327,327,1,boleto,1,31.86
328,328,1,boleto,1,40.87
329,329,1,credit_card,10,109.59
330,330,1,credit_card,3,206.87
331,331,1,credit_card,1,134.38
332,332,1,credit_card,1,56.06
333,333,1,credit_card,3,264.08
334,334,1,credit_card,10,240.77
335,335,1,credit_card,2,91.72
336,336,1,credit_card,4,49.01
337,337,1,boleto,1,107.87
338,338,1,credit_card,3,62.01
339,339,1,credit_card,1,36.69
340,340,1,credit_card,3,35.00
341,341,1,credit_card,8,256.37
342,342,1,credit_card,1,47.84
343,343,1,credit_card,5,125.87
344,344,1,credit_card,1,42.39
345,345,1,credit_card,5,117.53
346,346,1,credit_card,1,43.28
347,347,1,credit_card,4,144.54
348,348,1,boleto,1,126.48
349,349,1,credit_card,4,125.29
350,350,1,credit_card,2,229.74
351,351,1,credit_card,1,124.60
352,352,1,boleto,1,143.86
353,353,1,voucher,1,56.89
354,354,1,boleto,1,46.78
355,355,8,voucher,1,3.98
356,356,1,credit_card,3,72.66
357,357,1,boleto,1,50.10
358,358,1,boleto,1,85.79
359,359,1,boleto,1,63.70
360,360,1,credit_card,10,1586.47
361,361,1,credit_card,3,433.07
362,362,1,credit_card,10,642.02
363,363,1,credit_card,4,263.95
364,364,1,boleto,1,134.99
365,365,1,credit_card,1,57.89
366,366,1,credit_card,1,383.99
367,367,1,boleto,1,159.31
368,368,1,credit_card,1,756.91
369,369,1,credit_card,7,156.22
370,370,1,credit_card,10,132.95
371,371,1,boleto,1,48.27
372,372,1,credit_card,5,107.35
373,373,1,credit_card,10,110.20
374,374,1,credit_card,8,368.92
375,375,1,boleto,1,106.85
376,376,1,credit_card,8,281.50
377,377,1,credit_card,2,54.25
378,378,1,credit_card,5,121.78
379,379,1,credit_card,2,102.26
380,380,1,boleto,1,90.62
381,381,1,boleto,1,75.69
382,382,1,debit_card,1,42.86
383,383,1,credit_card,1,35.70
384,384,1,credit_card,10,444.25
385,385,1,credit_card,1,69.16
386,386,2,voucher,1,30.00
387,387,1,credit_card,2,65.71
388,388,1,credit_card,1,29.29
389,389,1,credit_card,1,37.74
390,390,2,voucher,1,30.00
391,391,1,credit_card,2,145.90
392,392,1,credit_card,1,79.88
393,393,1,credit_card,5,108.00
394,394,1,credit_card,6,348.74
395,395,1,credit_card,6,88.78
396,396,1,credit_card,4,953.71
397,397,1,credit_card,6,125.77
398,398,1,credit_card,3,64.05
399,399,1,boleto,1,127.69
400,400,1,credit_card,1,62.42
401,401,1,credit_card,5,55.69
402,402,1,credit_card,7,146.13
403,403,1,credit_card,5,349.99
404,404,1,credit_card,1,91.28
405,405,1,boleto,1,108.64
406,406,1,credit_card,2,158.98
407,407,1,credit_card,1,20.75
408,408,1,boleto,1,72.90
409,409,1,credit_card,3,543.83
410,410,1,credit_card,2,67.12
411,411,1,credit_card,6,139.07
412,412,1,boleto,1,126.68
413,413,1,credit_card,1,41.42
414,414,1,boleto,1,203.16
415,415,1,credit_card,8,540.02
416,416,1,boleto,1,368.60
417,417,1,credit_card,4,107.78
418,418,1,credit_card,10,387.27
419,419,1,credit_card,10,107.23
420,420,1,credit_card,2,101.25
421,421,1,credit_card,1,26.09
422,422,1,boleto,1,244.35
423,423,1,credit_card,10,117.85
424,424,1,credit_card,3,171.32
425,425,1,credit_card,10,202.44
426,426,1,boleto,1,73.03
427,427,1,credit_card,4,264.67
428,428,1,credit_card,1,68.70
429,429,1,boleto,1,55.13
430,430,1,credit_card,2,92.99
431,431,1,credit_card,3,36.00
432,432,1,credit_card,1,17.87
433,433,1,credit_card,1,58.38
434,434,2,voucher,1,50.00
435,435,1,credit_card,10,1995.69
436,436,1,credit_card,3,130.14
437,437,1,boleto,1,710.23
438,438,1,credit_card,1,68.00
439,439,1,credit_card,5,59.51
440,440,1,credit_card,5,371.94
441,441,1,credit_card,10,667.99
442,442,1,credit_card,1,63.89
443,443,1,credit_card,4,49.34
444,444,1,boleto,1,147.00
445,445,1,credit_card,1,354.64
446,446,1,credit_card,4,59.71
447,447,1,credit_card,8,408.66
448,448,1,credit_card,5,51.66
449,449,1,credit_card,2,386.46
450,450,1,credit_card,2,69.54
451,451,1,credit_card,1,21.94
452,452,1,credit_card,1,52.34
453,453,1,credit_card,1,114.25
454,454,1,credit_card,2,162.83
455,455,1,credit_card,1,172.92
456,456,1,credit_card,7,81.72
457,457,1,credit_card,2,151.79
458,458,1,credit_card,4,243.62
459,459,1,boleto,1,56.42
460,460,1,credit_card,4,45.13
461,461,1,boleto,1,108.64
462,462,1,credit_card,4,64.51
463,463,1,credit_card,8,193.50
464,464,1,boleto,1,110.63
465,465,1,credit_card,5,200.55
466,466,1,credit_card,1,41.71
467,467,1,credit_card,1,54.43
468,468,1,credit_card,3,77.64
469,469,1,boleto,1,280.08
470,470,1,credit_card,5,101.34
471,471,1,credit_card,1,77.57
472,472,1,credit_card,4,60.20
473,473,1,boleto,1,48.10
474,474,1,boleto,1,76.02
475,475,1,credit_card,2,84.56
476,476,2,voucher,1,20.00
477,477,1,credit_card,4,48.16
478,478,1,debit_card,1,265.41
479,479,1,credit_card,5,127.53
480,480,1,credit_card,2,128.73
481,481,1,credit_card,3,37.37
482,482,1,credit_card,5,150.15
483,483,1,credit_card,2,36.16
484,484,1,credit_card,4,198.00
485,485,1,credit_card,5,112.40
486,486,1,credit_card,1,35.40
487,487,1,credit_card,6,189.98
488,488,1,credit_card,2,228.60
489,489,1,credit_card,8,314.21
490,490,1,credit_card,1,22.29
491,491,1,credit_card,8,257.30
492,492,1,credit_card,6,162.99
493,493,1,boleto,1,51.03
494,494,1,credit_card,12,190.09
495,495,1,credit_card,7,374.24
496,496,1,credit_card,5,53.15
497,497,1,credit_card,2,88.20
498,498,2,voucher,1,25.90
499,499,1,credit_card,1,46.81
500,500,1,boleto,1,131.47
501,501,1,credit_card,3,258.71
502,502,1,credit_card,1,84.23
503,503,1,credit_card,10,156.73
504,504,1,boleto,1,69.90
505,505,1,boleto,1,48.13
506,506,1,credit_card,6,187.15
507,507,1,credit_card,3,69.99
508,508,2,voucher,1,25.00
509,509,1,credit_card,2,162.10
510,510,1,credit_card,1,57.11
511,511,1,credit_card,1,154.87
512,512,1,credit_card,4,236.81
513,513,1,credit_card,1,102.53
514,514,1,credit_card,3,65.10
515,515,1,boleto,1,93.64
516,516,1,boleto,1,64.09
517,517,1,credit_card,5,279.40
518,518,1,credit_card,5,205.43
519,519,1,credit_card,4,89.57
520,520,1,boleto,1,75.07
521,521,1,credit_card,4,63.23
522,522,1,credit_card,1,0.52
523,523,1,credit_card,10,231.27
524,524,1,boleto,1,41.69
525,525,1,credit_card,4,69.41
526,526,1,credit_card,1,72.75
527,527,1,credit_card,2,24.29
528,528,1,credit_card,5,88.49
529,529,1,credit_card,7,71.66
530,530,1,credit_card,2,80.81
531,531,1,credit_card,2,132.82
532,532,1,credit_card,7,394.07
533,533,1,credit_card,2,165.50
534,534,1,credit_card,2,98.47
535,535,1,credit_card,2,49.77
536,536,1,credit_card,8,180.91
537,537,1,credit_card,4,40.63
538,538,1,debit_card,1,71.63
539,539,1,credit_card,5,262.94
540,540,1,credit_card,3,62.22
541,541,1,credit_card,5,311.57
542,542,1,debit_card,1,93.22
543,543,1,boleto,1,100.21
544,544,1,credit_card,4,125.43
545,545,1,boleto,1,80.55
546,546,1,credit_card,2,373.44
547,547,1,credit_card,3,62.31
548,548,1,debit_card,1,36.35
549,549,1,credit_card,2,29.38
550,550,1,credit_card,10,102.47
551,551,1,credit_card,3,130.00
552,552,1,credit_card,5,69.13
553,553,1,credit_card,1,86.24
554,554,1,credit_card,1,74.29
555,555,1,credit_card,7,70.72
556,556,1,credit_card,3,199.00
557,557,1,credit_card,3,340.47
558,558,1,credit_card,4,48.74
559,559,1,credit_card,2,28.08
560,560,1,voucher,1,59.90
561,561,1,credit_card,1,166.29
562,562,1,boleto,1,51.10
563,563,1,credit_card,1,67.83
564,564,1,credit_card,3,164.35
565,565,1,boleto,1,79.09
566,566,1,boleto,1,93.69
567,567,1,credit_card,2,59.82
568,568,1,credit_card,3,159.03
569,569,1,credit_card,9,92.57
570,570,1,credit_card,4,42.77
571,571,1,credit_card,8,453.74
572,572,1,credit_card,3,234.08
573,573,1,credit_card,2,67.62
574,574,1,credit_card,1,19.33
575,575,1,credit_card,3,143.18
576,576,1,credit_card,4,112.83
577,577,1,boleto,1,85.92
578,578,1,credit_card,4,102.05
579,579,1,credit_card,3,134.12
580,580,1,credit_card,1,112.13
581,581,1,credit_card,1,70.75
582,582,1,credit_card,7,77.60
583,583,1,credit_card,1,197.04
584,584,1,credit_card,1,93.18
585,585,1,boleto,1,44.72
586,586,1,credit_card,1,26.38
587,587,1,debit_card,1,149.14
588,588,1,credit_card,4,106.32
589,589,1,credit_card,8,246.96
590,590,1,credit_card,1,22.29
591,591,1,credit_card,3,57.48
592,592,1,credit_card,4,105.28
593,593,1,credit_card,8,203.54
594,594,1,credit_card,2,330.40
595,595,1,boleto,1,108.68
596,596,1,boleto,1,415.93
597,597,1,credit_card,10,314.21
598,598,1,credit_card,1,206.08
599,599,1,credit_card,1,27.70
600,600,1,boleto,1,19.48
601,601,1,credit_card,2,121.09
602,602,1,credit_card,1,206.76
603,603,1,credit_card,1,142.21
604,604,1,boleto,1,73.34
605,605,1,credit_card,1,72.62
606,606,1,credit_card,1,86.24
607,607,1,boleto,1,230.10
608,608,1,boleto,1,206.14
609,609,1,boleto,1,212.73
610,610,1,credit_card,1,94.82
611,611,1,boleto,1,126.44
612,612,2,voucher,1,140.08
613,613,1,credit_card,1,68.87
614,614,1,credit_card,2,87.58
615,615,1,credit_card,10,305.19
616,616,1,credit_card,5,161.88
617,617,1,debit_card,1,88.08
618,618,1,credit_card,3,92.50
619,619,1,credit_card,1,43.00
620,620,1,credit_card,2,116.36
621,621,1,boleto,1,64.48
622,622,1,boleto,1,37.69
623,623,1,credit_card,2,150.52
624,624,1,credit_card,6,314.30
625,625,1,credit_card,8,396.35
626,626,2,debit_card,1,98.33
627,627,1,credit_card,1,120.92
628,628,1,credit_card,1,76.17
629,629,1,credit_card,1,104.43
630,630,1,credit_card,1,105.94
631,631,1,credit_card,3,110.04
632,632,1,boleto,1,730.95
633,633,1,credit_card,4,128.77
634,634,1,credit_card,8,82.10
635,635,1,boleto,1,53.39
636,636,1,credit_card,3,61.79
637,637,1,boleto,1,86.83
638,638,1,credit_card,1,45.30
639,639,1,credit_card,1,25.50
640,640,2,voucher,1,103.79
641,641,1,credit_card,6,114.28
642,642,1,credit_card,2,57.78
643,643,1,credit_card,1,124.15
644,644,1,credit_card,3,64.10
645,645,1,credit_card,10,179.92
646,646,1,boleto,1,40.01
647,647,1,credit_card,5,104.27
648,648,1,credit_card,8,307.96
649,649,1,credit_card,2,31.29
650,650,1,credit_card,1,38.13
651,651,1,voucher,1,52.01
652,652,1,credit_card,1,35.05
653,653,1,credit_card,8,186.49
654,654,1,credit_card,4,99.95
655,655,1,credit_card,4,215.62
656,656,1,credit_card,3,206.20
657,657,1,boleto,1,55.06
658,658,1,credit_card,1,21.04
659,659,1,credit_card,1,26.45
660,660,1,credit_card,1,127.53
661,661,1,credit_card,10,223.14
662,662,1,credit_card,2,56.41
663,663,1,boleto,1,566.63
664,664,1,credit_card,2,39.41
665,665,1,credit_card,6,148.64
666,666,1,credit_card,4,64.00
667,667,1,credit_card,3,151.09
668,668,1,boleto,1,93.91
669,669,1,credit_card,2,71.14
670,670,1,credit_card,3,188.06
671,671,1,credit_card,2,257.21
672,672,1,credit_card,4,692.94
673,673,1,credit_card,8,181.10
674,674,1,boleto,1,202.26
675,675,1,credit_card,3,164.15
676,676,1,credit_card,10,137.13
677,677,1,credit_card,1,2.01
678,678,1,boleto,1,272.58
679,679,1,credit_card,4,87.36
680,680,5,voucher,1,16.54
681,681,1,credit_card,4,234.19
682,682,1,boleto,1,86.37
683,683,1,boleto,1,33.00
684,684,1,credit_card,1,10.89
685,685,1,credit_card,4,84.14
686,686,1,boleto,1,43.28
687,687,1,credit_card,1,47.95
688,688,1,boleto,1,76.08
689,689,1,boleto,1,104.37
690,690,1,credit_card,1,69.61
691,691,1,credit_card,3,121.09
692,692,1,credit_card,7,238.65
693,693,1,credit_card,4,181.59
694,694,1,credit_card,2,135.26
695,695,1,credit_card,3,51.09
696,696,1,credit_card,3,1783.44
697,697,1,credit_card,3,145.01
698,698,1,credit_card,10,231.27
699,699,1,boleto,1,70.03
700,700,1,credit_card,10,1432.92
701,701,1,voucher,1,45.24
702,702,2,voucher,1,50.00
703,703,1,credit_card,1,64.01
704,704,1,credit_card,6,148.18
705,705,1,credit_card,1,171.53
706,706,1,credit_card,3,86.15
707,707,1,debit_card,1,22.79
708,708,1,credit_card,2,58.16
709,709,1,boleto,1,149.42
710,710,1,credit_card,1,44.53
711,711,1,credit_card,2,152.82
712,712,1,credit_card,8,82.92
713,713,1,boleto,1,66.69
714,714,1,boleto,1,52.75
715,715,1,credit_card,5,105.94
716,716,1,credit_card,8,413.31
717,717,1,credit_card,3,112.09
718,718,1,credit_card,4,186.36
719,719,1,credit_card,3,165.22
720,720,1,credit_card,3,49.02
721,721,1,debit_card,1,173.68
722,722,1,credit_card,2,205.07
723,723,1,credit_card,1,21.04
724,724,1,credit_card,2,132.68
725,725,1,credit_card,1,36.09
726,726,1,boleto,1,66.44
727,727,1,boleto,1,161.62
728,728,1,credit_card,1,27.75
729,729,1,credit_card,1,91.28
730,730,2,voucher,1,81.93
731,731,1,credit_card,2,167.92
732,732,1,credit_card,1,61.36
733,733,1,credit_card,2,60.00
734,734,1,credit_card,3,39.01
735,735,1,credit_card,3,39.78
736,736,1,credit_card,2,64.23
737,737,1,credit_card,4,186.92
738,738,1,credit_card,2,43.29
739,739,1,credit_card,1,59.13
740,740,1,credit_card,3,33.51
741,741,1,debit_card,1,33.10
742,742,1,voucher,1,148.06
743,743,1,credit_card,2,189.56
744,744,1,credit_card,5,105.38
745,745,1,boleto,1,69.06
746,746,1,voucher,1,85.24
747,747,1,credit_card,5,179.46
748,748,1,credit_card,1,168.35
749,749,2,voucher,1,100.00
750,750,1,credit_card,1,77.89
751,751,1,credit_card,1,99.43
752,752,1,credit_card,1,407.90
753,753,3,voucher,1,15.00
754,754,1,credit_card,2,424.04
755,755,1,credit_card,3,157.20
756,756,1,credit_card,4,162.03
757,757,1,credit_card,8,188.50
758,758,1,credit_card,1,65.47
759,759,1,credit_card,1,39.42
760,760,1,credit_card,5,365.32
761,761,1,credit_card,6,65.11
762,762,1,credit_card,10,188.34
763,763,1,boleto,1,35.40
764,764,1,credit_card,10,590.72
765,765,1,boleto,1,36.75
766,766,1,credit_card,2,81.73
767,767,1,credit_card,1,17.86
768,768,1,boleto,1,108.97
769,769,1,credit_card,10,569.66
770,770,1,credit_card,4,48.13
771,771,1,credit_card,2,63.10
772,772,1,boleto,1,39.42
773,773,1,boleto,1,74.03
774,774,1,boleto,1,66.78
775,775,1,credit_card,1,36.59
776,776,1,credit_card,5,272.64
777,777,1,credit_card,1,64.34
778,778,1,boleto,1,49.05
779,779,1,credit_card,7,163.69
780,780,1,credit_card,6,443.85
781,781,1,credit_card,6,165.31
782,782,1,credit_card,10,1180.51
783,783,1,credit_card,1,706.84
784,784,2,voucher,1,20.00
785,785,1,credit_card,1,135.97
786,786,1,credit_card,1,56.99
787,787,1,credit_card,1,43.58
788,788,1,credit_card,4,48.15
789,789,1,credit_card,1,76.87
790,790,1,credit_card,1,2.78
791,791,1,credit_card,2,123.59
792,792,1,boleto,1,128.07
793,793,1,credit_card,2,185.84
794,794,1,credit_card,1,85.81
795,795,1,credit_card,1,149.54
796,796,1,credit_card,1,32.38
797,797,1,credit_card,1,23.38
798,798,1,credit_card,1,98.86
799,799,1,credit_card,8,124.21
800,800,1,credit_card,6,191.58
801,801,1,credit_card,2,123.04
802,802,1,credit_card,1,26.38
803,803,1,credit_card,2,71.49
804,804,1,credit_card,1,153.98
805,805,1,credit_card,1,55.91
806,806,1,credit_card,6,86.06
807,807,1,credit_card,1,33.10
808,808,1,credit_card,10,360.29
809,809,1,credit_card,10,105.24
810,810,1,credit_card,3,114.85
811,811,2,voucher,1,0.01
812,812,1,credit_card,1,65.57
813,813,1,credit_card,3,88.90
814,814,1,credit_card,1,76.78
815,815,1,credit_card,10,680.96
816,816,5,voucher,1,27.91
817,817,1,credit_card,2,61.79
818,818,1,credit_card,1,40.96
819,819,1,credit_card,2,149.00
820,820,1,credit_card,7,75.70
821,821,1,credit_card,4,356.90
822,822,1,credit_card,2,165.96
823,823,1,credit_card,2,61.19
824,824,1,credit_card,1,43.37
825,825,1,credit_card,2,40.86
826,826,1,credit_card,1,84.81
827,827,4,voucher,1,8.24
828,828,1,credit_card,3,191.93
829,829,1,credit_card,1,32.72
830,830,1,boleto,1,32.77
